"id","tif_district","project_name","address","developer","project_description","cdc_date","coc_date","approved_amount","total_project_cost","tif_subsidy_percentage","affordable_units","ward","community_area","x_coordinate","y_coordinate","latitude","longitude","location"
"16859","Pulaski Corridor","Encuentro Square Phase I - 4% Unit","3745 W Cortland St","LUCHA","Located at the western end of the 606 Trail, Encuentro Square Phase I is a multifamily development implemented through separate but simultaneous financing plans utilizing both 9% LIHTC and 4% LIHTC with tax-exempt bonds. Encuentro Square Phase - 4% Unit (""4% Project"") is the component of this undertaking that is financed with 4% LIHTC with tax-exempt bonds, among other City-sourced financing (TIF, HOME, AHOF, and DTC). The 4% Project includes sixty-seven (67) affordable rental units that are distributed across two (2) buildings located at 3745-59 W Cortland St and 1820-44 N Ridgeway Ave.","2023-01-18T00:00:00.000","2025-09-15T00:00:00.000","9000000","49862239","18.05","67","26","Logan Square","1150911.018973005","1912320.0604451308","41.9152997689","-87.7209995248","
,  
(41.91529976893879, -87.7209995248236)"
"19898","Red and Purple Modernization Phase One Project","RPM Phase One Project Redevelopment and Intergovernmental Agreement","1052 W Buena Av","Chicago Transit Authority","The project will utilize certain incremental property tax revenues from the area to finance the development, expansion or rehabilitation of new or existing transit passenger stations; transit maintenance, storage or service facilities, and rights of way for use in providing transit.","2016-11-30T00:00:00.000",,"622000000","2131000000","29.19",,"46",,"1168287.942198428","1928205.184014711","41.9585311022","-87.6566979658","
,  
(41.95853110222961, -87.65669796581884)"
"19900","Kinzie Industrial Conservation Area","Metra Bloomingdale Trail Pedestrian Access - Kinzie","1800 N Ashland Av","Metra","An intergovernmental agreement between the City of Chicago and Metra.","2013-02-15T00:00:00.000",,"1116652","2908886","38.39",,"32","Logan Square","1165353.0951410644","1912066.7597465331","41.9143094898","-87.6679480347","
,  
(41.91430948977087, -87.66794803466479)"
"11030","Ogden/Pulaski","Montclare SLF - Lawndale","4339 W 18th Pl","Montclare Senior Residences SLF of Lawndale, LLC","Located in North Lawndale, the project will provide 120 housing units of which 108 units or 90 percent will be affordable for households earning no more than 60 percent of the area median income. The project is a supportive living facility that will provide housing and supportive services for seniors ages 65 and older.","2015-06-17T00:00:00.000",,"2000000","27607047","7.24","108","24","North Lawndale","1147554.6573559646","1890603.2643197747","41.8557715313","-87.7338879","
,  
(41.85577153130276, -87.7338878999525)"
"19908","24th/Michigan","Cermak Red Line Station Rehabilitation","138 W Cermak Rd","Chicago Transit Authority","Work includes installation of an elevator, as well as a new station house, with the customer assistant
booth and fare array ground level.","2011-01-13T00:00:00.000",,"600000","13100000","4.58",,"11","Armour Square","1175600.8312457139","1889797.4842170582","41.8529769859","-87.6309693986","
,  
(41.85297698593971, -87.63096939855825)"
"1667","47th and King Drive","Educare Family Center","5044 S Wabash Av","Ounce of Prevention Fund","Located in the Grand Boulevard community area, the project will expand a one-story 24,000 square foot building that houses a total of 13 classrooms, a training room, offices, an industrial kitchen, a secure entrance.  The addition will house a Family Activity and Resource Center, private family consultation and meeting space, a teacher resource center, a state of the art training facility, and administrative space.","2010-11-10T00:00:00.000","2013-08-23T00:00:00.000","400000","2656975","15.05",,"3","Grand Boulevard","1177533.6218277419","1871403.107782004","41.8024577384","-87.624432595","
,  
(41.8024577384093, -87.62443259498743)"
"1458","35th/State,Bronzeville","Stateway Gardens - Phase 2 - Park Blvd - II-B","3633 S State St","Park Boulevard IIB Manager LLC","Located in Douglas, the project consists of the construction of four buildings containing 108 rental apartment units. 71 units will be affordable.","2013-01-01T00:00:00.000","2015-10-30T00:00:00.000","5000000","41031100","12.19","71","3","Douglas","1176929.8878690342","1880943.185573479","41.8286501893","-87.6263588794","
,  
(41.82865018931944, -87.62635887938379)"
"17453","Midwest","Douglass Park Lower Level Renovation","1401 S Sacramento Dr","Chicago Park District","Rebuilding of the lower level of the historic Douglass Park Fieldhouse. The project improvements will include envelope stabilization and water proofing, HVAC, electrical upgrades, major interior renovation, and other site work.","2025-04-16T00:00:00.000",,"4700000","5700000","82.46",,"24","North Lawndale","1156259.037297333","1893264.8454654408","41.8629040013","-87.7018665447","
,  
(41.86290400128565, -87.70186654467679)"
"12964","79th Street Corridor","Auburn Gresham Healthy Life Style Tech Hub","839 W 79th St",,"This project will redevelop the four-story building at 839-845 W 79th St into an approximately 50,705 square foot multi-tenant office.  The project will offer health and wellness services, community development services and workforce development.  The Developer - GAGDC - will use approximately 12,500 sf of space for its offices and sub-lease the remaining of the Project to tenants including UI Health and Broadway Pharmacy.  Rehabilitation work will include a total gut renovation of the building.","2020-12-16T00:00:00.000","2024-01-22T00:00:00.000","2100000","15409120","13.63",,"17","Auburn Gresham","1171923.2195275389","1852426.9323644","41.7505100221","-87.6455648384","
,  
(41.750510022143914, -87.6455648383933)"
"1492","Lawrence/Kedzie","IGA - CPD - Park 0042 - Kiwanis","3315 W Carmen Av","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2011-01-13T00:00:00.000",,"475000","475000","100",,"39","North Park","1153208.3431230104","1933650.3979405186","41.9737864613","-87.7119912766","
,  
(41.973786461302645, -87.71199127664416)"
"1730","Central West","IGA - CPD - Park 0211 - Skinner - Dog Park","1331 W Monroe St","Chicago Park District","Project includes the environmental remediation of the Property and, on the Property, the design
and construction of an approximately 17,000 square foot Dog Friendly Area, which will provide
such amenities as lighting, water, safety gates, landscaping, custom surfacing and seating.","2012-01-18T00:00:00.000",,"465000","715000","65.03",,"27","Near West Side","1167401.998870892","1899637.6904613688","41.8801594119","-87.6607786719","
,  
(41.880159411931984, -87.66077867192986)"
"15730","Western Avenue/Rock Island","Clissold ES IGA with CPS Roof/Windows/Masonry June 2022","2350 W 110th Pl","CPS","IGA with CPS for improvements to the Roof/Windows/Masonry of Clissold ES.","2022-07-20T00:00:00.000",,"2000000","4200000","47.62",,"19","Morgan Park","1162450.244465111","1831415.598985294","41.6930540448","-87.6808619005","
,  
(41.69305404481716, -87.68086190054576)"
"1247","River West","Jewel - Kinzie DesPlaines","360 N Desplaines St","Jewel Foods Stores, Inc.","The project includes the construction of a 66,000 square foot two level grocery store.  The 2.6 acre site will also include 159 stall parking deck which will be located over the Metra tracks.","2005-12-07T00:00:00.000","2009-10-01T00:00:00.000","4750000","19200000","24.74",,"34","West Town","1171818.5543489684","1902751.8814063915","41.8886088356","-87.6444699127","
,  
(41.88860883564999, -87.64446991272595)"
"1709","Hollywood/Sheridan","IGA - CHA - Judge Fisher Apts","5821 N Broadway","Chicago Housing Authority","An intergovernmental agreement between the City of Chicago and the Chicago Housing Authority","2011-09-08T00:00:00.000",,"296946","2016540","14.73",,"48","Edgewater","1167293.9690475708","1938811.1286591827","41.9876556265","-87.6600457278","
,  
(41.98765562647958, -87.66004572780321)"
"15012","Fullerton/Milwaukee","Congress Theater (2021)","2135 N Milwaukee Av","BR Congress Owner, LLC and Congress Theater NFP","The Developer intends to restore the Congress Theater as a state-of-the art live music venue to be operated by AEG Presents, renovate theater offices and the retail/restaurant storefronts along Rockwell and Milwaukee Avenues, build out office and meeting space for nonprofits and community groups and develop 16 affordable residential units.","2023-07-19T00:00:00.000",,"27000000","87807235","30.75","16","1","Logan Square","1158665.3095068699","1914109.4495897247","41.9200545331","-87.6924618299","
,  
(41.92005453310562, -87.69246182985275)"
"15224","Madison/Austin Corridor","Spencer ES IGA with CPS","214 N Lavergne Av","CPS","Intergovernmental Agreement with the Chicago Board of Education in order to provide Tax Increment Financing (TIF) funds to reimburse Chicago Public Schools (CPS) for the costs associated with providing a full roof replacement and targeted masonry repairs at Spencer.","2022-01-26T00:00:00.000",,"4250000","8500000","50",,"28","Austin","1142962.0285667307","1901180.136807183","41.8848825729","-87.7504816888","
,  
(41.88488257290063, -87.75048168878546)"
"19895","Bryn Mawr/Broadway","Berwyn Station Rehabilitation","1109 W Berwyn Av","Chicago Transit Authority","IGA for Rehabilitation of the Berwyn Rapid Transit Station on the Red Line.","2009-11-18T00:00:00.000",,"1173768","1173768","100",,"48","Edgewater","1167799.9782336524","1935318.5199910575","41.9780608879","-87.6582858501","
,  
(41.97806088785149, -87.65828585012291)"
"15277","Near North","Manierre ES - Building Improvements","1424 N Hudson Av","Chicago Public Schools","The project includes upgrades/replacement of the MEP, plumbing, fire alarm, and roof/masonry systems.","2022-07-20T00:00:00.000",,"6952000","6952000","100",,"27","Near North Side","1173013.7013273274","1909961.1335688615","41.9083650131","-87.6398669318","
,  
(41.90836501305491, -87.639866931761)"
"13404","North Pullman","IGA - CPD - Gately Park","810 E 103rd St","Chicago Park District","Chicago Park District will construct; (i) the area's first hydraulically-banked 200-meter track, (ii) seating capacity for 3,500 individuals, (iii) an approximately 4,000 square foot warm up area, eight sprint lanes, two long and triple jump runways and pits, pole vaults and pads, high jump area and scoreboards; and (iv) an approximately 22,000 square foot designated space within the facility for ""After School Matters"" programming which will be used for dance programs, multi-purpose labs for art, science and technology, and full culinary kitchen for cooking classes.","2018-11-14T00:00:00.000",,"10000000","56671818","17.65",,"8","Pullman","1183518.9591156668","1836886.4462360807","41.7076029255","-87.6035558218","
,  
(41.70760292545987, -87.60355582183975)"
"1320","Lake Calumet Area Industrial","Keebler","10839 S Langley Av","Keebler Company, Inc and Atlantic Financial Group, Ltd.","Located in Pullman, the project includes construction of new structures and rehab existing structures into 290,000 square feet of manufacturing facility.  The project consists of renovating the Central Steel Co property and AFG property.","2002-06-19T00:00:00.000",,"2056700","18381940","11.19",,"9","Pullman","1182906.213069731","1832842.8536069442","41.6965210116","-87.6059247613","
,  
(41.69652101160591, -87.6059247612974)"
"19905","Wilson Yard","Wilson Station Rehabilitation","4620 N Broadway","Chicago Transit Authority","Improvements will include a new roof on the Gerber building, new storefront windows and framing, clean-up and renovation of the retail spaces, which will include plumbing, heating and cooling systems, a new electrical service for the Gerber building, LED illumination on the exterior of the building, and any necessary asbestos or lead paint remediation. Inside the station house, the Customer Assistant booth and the turnstiles will be relocated from the mezzanine area to the first floor lobby, and an additional turnstile will be added for capacity. The second side of the stairwell will be re-opened, new tile will be installed on the floors, the walls will be cleaned and refinished, and the mezzanine passageway to Track I will be sealed off to create a janitor closet.","2014-05-28T00:00:00.000",,"3000000","3000000","100",,"46","Uptown","1167921.0543535065","1930894.9828539037","41.9659199471","-87.6579688369","
,  
(41.96591994708623, -87.6579688368904)"
"1651","Bronzeville","IGA - CPD - Park 0267 - Dunbar","300 E 31st St","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2010-02-05T00:00:00.000",,"1000000","2000000","50",,"4","Douglas","1178590.2732443628","1884545.2896634296","41.8384969772","-87.6201573815","
,  
(41.83849697715925, -87.62015738145021)"
"15463","Western Avenue/Rock Island","IGA - CPD - Beverly Park","2450 W 102nd St","Chicago Park District","Located in the Beverly community, the project includes new ball field lighting at two of the diamonds and renovation of the existing tennis courts.","2022-04-27T00:00:00.000","2025-08-25T00:00:00.000","400000","400000","100",,"19","Beverly","1161625.2576890665","1836966.0366921718","41.7083025269","-87.6837290849","
,  
(41.70830252690047, -87.68372908491564)"
"1241","Roosevelt/Canal","UPS - 14th Union","1500 S Jefferson St","United Parcel Service, Inc.","UPS has proposed the assemblage, remediation and redevelopment of three privately owned parcels, one parcel beneath an elevated portion of the Dan Ryan Expressway that is controlled by the State of Illinois and two street vacations. The project will also include the reconfiguration and renovation of existing UPS structures and parking improvements that are located east of the Dan Ryan Expressway.  The remediation and redevelopment of several lots totaling 770,000 square feet and include feeder lots with a total of 758 parking spaces.  The project will also include relocation of utilities, installing gateways, and signage.","2004-09-29T00:00:00.000","2007-01-19T00:00:00.000","6933800","24151801","28.71",,"25","Near West Side","1172528.866926829","1892979.164180197","41.8617761577","-87.6421504113","
,  
(41.86177615768558, -87.6421504112507)"
"1776","47th/Halsted","IGA - CPD - Park 0448 - Metcalfe","4134 S State St","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2011-11-16T00:00:00.000",,"125000","125000","100",,"3","Grand Boulevard","1176922.9089443928","1877481.3501458222","41.8191507815","-87.6264889778","
,  
(41.819150781484424, -87.62648897778216)"
"1802","47th and King Drive","Cuisine Of The Diaspora","300 E 51st St","Urban Junction Inc","Located in Grand Boulevard community area, the project includes a rehabilitation of a white terra cotta-clad retail building in a variety of culinary venues.  The 17,000 square foot building will include three restaurants, a produce store, and a community garden across the street.","2010-05-12T00:00:00.000",,"3000000","8108000","37",,"3","Grand Boulevard","1178923.597302021","1871307.4958661424","41.8021637995","-87.6193379153","
,  
(41.80216379950666, -87.619337915316)"
"1593","Randolph/Wells","Randolph Tower - II","188 W Randolph St","Randolph Tower City Apartments, Inc.","Located in the Loop, the project consists of the conversion and rehabilitation of a 45 story Class C office building containing approximately 371,000 gross square feet. The project will produce 310 apartments, 9,500 square feet of retail, 11,000 square feet of office/commercial space and community facility space. In addition, no less than 62 apartment units are dedicated for affordable housing.","2010-06-09T00:00:00.000","2013-08-26T00:00:00.000","34000000","145059588","23.44","62","42","Loop","1174747.5721037607","1901307.25243041","41.884579663","-87.6337568335","
,  
(41.88457966297369, -87.63375683353853)"
"1250","Clark Street & Ridge Avenue","Raven Theatre","6157 N Clark St","Raven Theater Company","Located in the Edgewater community, project rehabilitated a former grocery store to use as a 10,000 square foot theater complex.  The complex includes two theaters, lobby, offices, and storage space.","2002-05-29T00:00:00.000",,"550000","1980000","27.78",,"48","Edgewater","1164568.8678618213","1941222.351230767","41.9943304383","-87.6700000745","
,  
(41.99433043833787, -87.67000007450335)"
"1385","Central Loop","Chicago Symphony","220 S Michigan Av","Chicago Symphony Orchestra","Located in the Loop, the project includes renovation of Orchestra Hall building, rehabilitation of Chapin & Core Building at 67 E. Adams for use as music and education center, historic preservation work, and construction of a pedestrian arcade.","1999-12-15T00:00:00.000",,"2500000","67000000","3.73",,"34","Loop","1177288.817299504","1899305.3806449636","41.8790291909","-87.6244858578","
,  
(41.87902919094286, -87.62448585784588)"
"15599","Stevenson/Brighton","Sputnik Coffee Company","4743 S Talman Av","Vladimir Kagan","Located in Brighton Park, the project includes the relocation of Sputnik Coffee Company who provides coffee to over 300 grocery stores in the Midwest.","2022-07-20T00:00:00.000","2025-08-15T00:00:00.000","1200000","2865000","41.88",,"15","Brighton Park","1159548.095902122","1872953.3801913871","41.8071000018","-87.6903508433","
,  
(41.80710000175801, -87.69035084334088)"
"1059","Western/Ogden","Chicago Children's Advocacy Center","1240 S Damen Av","Public Building Commission","An intergovernmental Agreement with the Public Building Commission and the City of Chicago in order to provide $9 million in TIF funds from the Western/Iogden TIF for the construction of an addition to the existing City-owned Chicago Children's Advocacy Center.  The approximately 16,500 s.f. addition will provide additional therapy spaces, conference rooms, enhanced family spaces, enlarged child life room with appropriate adolescent space, offices , storage and a training area.","2012-10-03T00:00:00.000",,"9000000","9500000","94.74",,"28","Near West Side","1163200.5647627956","1894246.991366993","41.8654561685","-87.6763573199","
,  
(41.86545616852481, -87.67635731986977)"
"12127","Western Avenue/Rock Island","Buona Beef Amendment Number 1","10633 S Western Av","Keystone Ventures LLC","Beverly Western Partners, LLC is a single purpose entity formed for the purpose of redeveloping the northeast corner of Western Avenue and 107th Street in the Beverly neighborhood.  Beverly Western Partners, LLC is owned by Timothy Hague, 1419 Properties, LLC whose principals are Carlo Buonavolanto and other members of the Buonavolanto family as well as Sherree and Drew Krisco.

The project created a 3,940 square foot restaurant building with drive through service for a Buona Beef restaurant (Component 1), the second phase included the construction of a 2,100 square foot building suitable for retail/restaurant business (Component 2) and both Components together constituted the (Project). 

The Developer has made a significant investment in the project which is substantially in excess of what was originally anticipated under the original RDA for both Components 1 and 2. Consequently, the developer is requesting to amend the RDA to eliminate the obligation to complete Component 2 and permit the reimbursement of the entire $450,000 of TIF-eligible expenses based upon the completion of Component 1, pursuant to the reimbursement schedule included in the RDA.","2017-01-25T00:00:00.000",,"450000","3363825","13.38",,"19","Beverly","1162320.5364754822","1833913.034973129","41.6999101434","-87.6812675674","
,  
(41.69991014337247, -87.68126756737111)"
"1311","43rd Street/Cottage Grove Avenue","Hearts Multi-Family 1","600 E Bowen Av","Hearts United L.P.","Located in the Grand Boulevard community area, the project includes the construction of 16 residential structures containing 107 apartments of which 75 are affordable units at 60% area median income and 27 are leased by the Chicago Housing Authority.","1998-11-04T00:00:00.000",,"4112216","15900000","25.86",,"4","Grand Boulevard","1180959.4663546225","1877651.2824131977","41.819525014","-87.6116762542","
,  
(41.81952501395977, -87.61167625422605)"
"19897","Howard/Paulina","Howard Station Rehabilitation","1700 W Howard St","Chicago Transit Authority","An intergovernmental agreement between the CTA  and the City of Chicago.","2008-06-11T00:00:00.000",,"4400000","4400000","100",,"49","Rogers Park","1163652.1731122723","1950386.0705585564","42.0194953262","-87.6731121233","
,  
(42.019495326202914, -87.67311212333439)"
"12294","Portage Park","IGA-CBE-Schurz ADA Phase III","3601 N Milwaukee Av","Chicago Public Schools","Schurz High School is located in the Irving Park Community Area.  Rehabilitation to the school includes two new elevators, new ramps and sidewalks, new ADA doors, washrooms, assisted listening devises and modifications to the fire alarm system.","2017-06-28T00:00:00.000",,"2852792","2852792","100",,"30","Irving Park","1146851.198365017","1923627.8432700282","41.9464079356","-87.7356254157","
,  
(41.946407935599396, -87.73562541572448)"
"1371","Pilsen","Target - 33rd Damen","1940 W 33rd St","Target Corp.","Located in McKinley Park, the project includes construction of a 139,000 square foot retail shopping center.","2005-10-06T00:00:00.000","2006-10-17T00:00:00.000","5300000","32754095","16.18",,"12","Mckinley Park","1163767.335821606","1882841.8397011904","41.8341473875","-87.6745978564","
,  
(41.83414738752838, -87.67459785643622)"
"1358","Division/Homan,Humboldt Park Commercial","La Estancia","3228 W Division St","La Estancia L.P.","Located in the West Town community, the project includes construction of 57 affordable rental units  at 60% area median income in three buildings, 12,000 square feet of affordable commercial space, and 62 parking spaces.","2005-06-08T00:00:00.000","2007-12-17T00:00:00.000","1555485","16971908","9.17","57","26","Humboldt Park","1154507.4219676282","1907838.479643504","41.9029306958","-87.7079066882","
,  
(41.902930695819755, -87.70790668821277)"
"1304","Diversey/Narragansett","Brickyard","6465 W Diversey Av","W9/MLM R.E. L.P. and W9/MLM Brickyard, L.L.C.","Located in the Belmont/Cragin community, the project consists of demolishing all buildings on the 50 acre site and constructing a 575,000 square foot retail center with 2,300 parking spaces.","2003-06-04T00:00:00.000","2005-03-09T00:00:00.000","26500000","109959532","24.1",,"36","Belmont Cragin","1132620.001993975","1917862.407877987","41.9308473337","-87.7880704559","
,  
(41.930847333658065, -87.78807045587668)"
"19906","Michigan/Cermak","MPEA Cermak Road Streetscape Project","2161 S Prairie Av","Metropolitan Pier and Exposition Authority","Intergovernmental agreement with Metropolitan Pier and Exposition Authority for provision of Tax Increment Financing (TIF) assistance for Cermak Road Streetscape Project.","2013-06-05T00:00:00.000",,"360000","360000","100",,"3","Near South Side","1178447.9054475587","1889822.8576479594","41.8529822333","-87.6205190549","
,  
(41.85298223333377, -87.62051905486715)"
"500254","Chicago/Kingsbury","Ward Park (4524)","630 N Kingsbury St","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2013-09-11T00:00:00.000",,"750000","750000","100",,"42","Near North Side","1172680.1942379486","1904364.523642393","41.8930149981","-87.6412579139","
,  
(41.89301499813241, -87.64125791389212)"
"10636","Near South","IGA - CPD - Park 0561 - 1611 - 1629 S. Wabash","1629 S Wabash Av","Chicago Park District","Intergovernmental Agreement between the City of Chicago and the Chicago Park District","2011-12-14T00:00:00.000",,"3515404","3985000","88.22",,"3","Near South Side","1177071.9323729135","1892148.6091945157","41.8593954852","-87.6254988972","
,  
(41.85939548520961, -87.62549889718997)"
"1573","Kinzie Industrial Conservation Area","CB2","240 N Ashland Av","Peppercorn 240, LLC","The CB2 Project is located in the Kinzie Industrial Corridor TIF District. The project consists of the rehabilitation of 50,000 square feet 3-story office building.","2009-12-02T00:00:00.000",,"3400000","16226000","20.95",,"27","Near West Side","1165644.923141726","1901991.164263869","41.8866551316","-87.6671633459","
,  
(41.88665513164298, -87.6671633458753)"
"19899","Pulaski Corridor","Metra Bloomingdale Trail Pedestrian Access","2400 N Pulaski Rd","Metra","An intergovernmental agreement between the City of Chicago and Metra.","2013-02-15T00:00:00.000",,"1792234","2908886","61.61",,"26","Logan Square","1149275.9638640885","1915687.631931757","41.9245725742","-87.7269191114","
,  
(41.92457257416937, -87.72691911144182)"
"1024","71st & Stony Island","Montclare Senior Residences Of Avalon Park Phase 1","1200 E 78th St","Montclare Senior Residences of Avalon Park Phase I, LLC et al","New construction of 102 all affordable senior units consisting of 60 1-bedroom and 42 studio units. Common space on the ground floor includes activity spaces and medical facility.","2008-07-09T00:00:00.000","2011-05-19T00:00:00.000","1850000","22077495","8.38","77","8","Avalon Park","1185587.7421578574","1853564.458956389","41.7533208609","-87.5954564009","
,  
(41.753320860890014, -87.59545640086542)"
"12450","Central West","IGA-CBE-Whitney Young Athletic Field","211 S Laflin St","Chicago Public Schools","Whitney Young High School is located in the Near West Side Community Area. TIF funds will be used to construct a multipurpose athletic field including turf, a walking track, an electrical scoreboard and landscaping improvements.","2017-11-21T00:00:00.000",,"4300000","4300000","100",,"27","Near West Side","1166475.7418499715","1899058.6267463549","41.8785902835","-87.6641963446","
,  
(41.87859028351851, -87.66419634456105)"
"1339","Kinzie Industrial Conservation Area","HWUC - Erie Co-Op","600 N Troy St","Erie Cooperative L.P.","The project includes construction of 87 affordable units and 88 parking spaces.  The project will be a rental property for first 15 years, and then converted to co-op units.","2003-01-16T00:00:00.000",,"1000000","17624718","5.67",,"27","Humboldt Park","1155228.789969387","1903859.6881439153","41.8919980623","-87.7053639289","
,  
(41.89199806231193, -87.70536392890175)"
"1362","River West","Metra Market","117 N Clinton St","MetraMarket of Chicago, L.L.C., and Ogilive Transit Center Investor, Inc.","The project includes rehabilitation of  approximately 200,000 square feet of retail shopping center.  Within the space, there will be restaurants, retail, a fresh food market, and 100 parking spaces.","2006-09-13T00:00:00.000","2010-05-06T00:00:00.000","12000000","43649000","27.49",,"42","Near West Side","1172749.080797811","1900987.4191033111","41.8837464918","-87.6411049758","
,  
(41.88374649180804, -87.64110497582169)"
"10892","Englewood Mall Area","63rd & Halsted Site Prep","6258 S Halsted St","Chicago Neighborhood Initiative","Located in Englewood, the project includes a contractual agreement with Chicago Neighborhood Initiatives for the purpose of remediation, site preparation and infrastructure work and maintenance agreement of the City owned property at the northwest corner of 63rd Street and Halsted Street.","2014-04-02T00:00:00.000","2017-02-23T00:00:00.000","12000000","12000000","100",,"16","Englewood","1172009.904820859","1863099.3041503546","41.7797944163","-87.6449341904","
,  
(41.779794416267414, -87.64493419039304)"
"1481","Stony Island Avenue Commercial and Burnside Industrial Corridors","IGA - CPD - Park 0237 - Jesse Owens","2100 E 88th St","Chicago Park District","An intergovernmental agreement between the City of Chicago and the Chicago Park District","2009-12-01T00:00:00.000",,"1650000","8600000","19.19",,"8","Calumet Heights","1191720.1953562456","1847078.4824003829","41.7353762413","-87.5731935897","
,  
(41.735376241325746, -87.57319358968668)"
"17273","Chicago/Central Park","Kells Park Fieldhouse","3201 W Chicago Av","Chicago Park District","Demolition of the decommissioned firehouse and construction of a fieldhouse. The new fieldhouse will contain meeting rooms for the community and Park programming as well as a half-court gym. CPD asked for more funds in March, 2024, in the amount of $16,400,000.  The amended IGA also involves a land sale for the firehouse property.","2024-09-18T00:00:00.000",,"16400000","16400000","100",,"27","Humboldt Park","1154878.850862744","1905112.5579865708","41.8954430766","-87.7066154987","
,  
(41.895443076636596, -87.70661549867356)"
"1353","69th & Ashland","Food 4 Less","7030 S Ashland Av","Ralphs Grocery Company","Located in the West Englewood community, the project includes construction of a 62,000 square foot grocery store and 223 space parking lot.","2005-02-09T00:00:00.000","2007-11-01T00:00:00.000","977000","11878878","8.22",,"17","West Englewood","1166858.4518661893","1857955.5014681367","41.7657907704","-87.6639668865","
,  
(41.76579077043187, -87.66396688645497)"
"10776","Pilsen","IGA - CPD - Dvorak Park","1119 W Cullerton St","Chicago Park District","An intergovernmental agreement between the City of Chicago and Chicago Park District.","2015-03-18T00:00:00.000",,"996438","1596438","62.42",,"25","Lower West Side","1169344.8378313403","1890530.074482779","41.8551253991","-87.6539095129","
,  
(41.85512539908426, -87.65390951290289)"
"1575","Peterson/Pulaski","CCH","4025 W Peterson Av","CCH Inc.","Located in the North Park community, CCH will renovate and modernize a 220,000 square foot industrial building.  The project includes roof repairs and installation of a LEED reflective roofing system, installation of sprinkler system, updating electrical and plumbing, upgrading IT systems, asbestos abatement, new windows and doors, installation of new generator, and improvements of surface parking lot.","2009-09-09T00:00:00.000","2010-05-27T00:00:00.000","5000000","21253113","23.53",,"39","North Park","1148373.9907744757","1939529.4265258617","41.9900137339","-87.7296161987","
,  
(41.99001373389059, -87.72961619868047)"
"11077","Midwest","IGA - CBE - Penn School","1616 S Avers Av","Chicago Public Schools","This project includes the costs associated with the planning, design, and constructions of a new science lab and dehumidification project to the existing William Penn Elementary School. The scope to provide dehumidification includes new concrete pads for the new chiller and new pumps, masonry enclosure for chiller, new air cooled chiller, and all required electrical connections for new chiller and auxiliaries. The scope to convert an existing classroom to an elementary level 3 science lab includes upgrading all room finishes, new accessible door and hardware, new countertop and base cabinets, new sinks, demonstration table, emergency eye wash, new window shades, all required plumbing, and ADA
compliance.","2014-04-02T00:00:00.000",,"1150000","1330000","86.47",,"24","North Lawndale","1150967.365132918","1891574.2416669282","41.8583699474","-87.7213360897","
,  
(41.85836994740216, -87.72133608972533)"
"15655","Englewood Mall Area","Englewood Square Phase II TIF","6204 S Green St","Englewood Connect, LLC","The Developer is the successful respondent of the Englewood Square Phase II RFP.  The project is proposing to redevelop the existing historic firehouse (the �Firehouse�) into a commercial kitchen and event space (�Phase 1A�), develop a public plaza with landscape features and gathering areas (�Phase 1B�), and newly construct an 8,000 square feet of community space featuring local businesses, called the Living Room (�Phase 1C�, Phase 1C, together with Phase 1A and Phase 1B shall be referred to as �Phase 1�).  The updated TIF request is for Phase 1A only. Phase 1B and 1C will proceed at a later date.","2022-07-20T00:00:00.000",,"7000000","11848752","59.08",,"16","Englewood","1171618.939525002","1863656.3229166858","41.7813315201","-87.6463512036","
,  
(41.78133152011038, -87.64635120363249)"
"15656","Fullerton/Milwaukee","IGA - CTA - California Blue Line","2211 N California Av","CTA","This project would make California station ADA accessible by adding two elevators. It is part of Phase One of the All Stations Accessibility Program (ASAP). This request would fund the design.","2022-07-20T00:00:00.000",,"5670000","5670000","100",,"1","Logan Square","1157374.9855537892","1914819.1043243103","41.9220282428","-87.6971833699","
,  
(41.92202824277929, -87.69718336986152)"
"12411","35th/Halsted","IGA - CBE - ADA - Armour III","950 W 33rd Pl","Chicago Public Schools","Intergovernmental Agreement Between City of Chicago Public Schools","2017-09-01T00:00:00.000",,"1532095","4205845","36.43",,"11","Bridgeport","1170302.817294751","1882796.1941931916","41.8338820993","-87.650618975","
,  
(41.83388209925066, -87.65061897501748)"
"500442","Kinzie Industrial Conservation Area","Chicago Farmworks","407 N Kedzie Av",,"The project consists of a partnership between Heartland Alliance and NeighborSpace to develop a transitional job training urban farm in the East Garfield Park neighborhood.  The first phase of the project includes environmental remediation and site preparation.","2012-01-24T00:00:00.000",,"500000","500000","100",,"27","Humboldt Park","1155011.141082747","1902582.8927131165","41.8884987811","-87.7061975332","
,  
(41.8884987810806, -87.70619753315023)"
