geoid,intptlat,intptlon,aland_sqm,awater_sqm
17031824702,+41.6219896,-087.7084844,2202632,0
17031824800,+41.6244575,-087.6852637,4626016,0
17031824900,+41.6095020,-087.6977125,5552383,0
17031825000,+41.6022645,-087.7394453,5848101,141500
17031825200,+41.5969147,-087.7301778,2367741,22317
17031825302,+41.5811669,-087.7574059,5837512,0
17031825303,+41.5816302,-087.7858574,1920870,0
17031825304,+41.5736085,-087.8039867,2336080,0
17031825400,+41.5652514,-087.7775704,7445020,27586
17031825501,+41.5784583,-087.7170864,6026987,0
17031825503,+41.5707194,-087.6820191,5084460,36159
17031825504,+41.5644165,-087.7040282,2617716,0
17031825505,+41.5635098,-087.7316996,5167886,35030
17031825600,+41.5930051,-087.6979153,6249823,0
17031825700,+41.6394802,-087.5449604,4804119,220107
17031825801,+41.6347618,-087.5729850,2445029,192553
17031825802,+41.6263798,-087.5600589,1497069,0
17031825803,+41.6192447,-087.5620408,1745675,0
17031825900,+41.6216960,-087.5423651,1612665,0
17031826000,+41.6239154,-087.5324077,1956133,0
17031826100,+41.6048226,-087.5355854,3530817,108623
17031826201,+41.6048907,-087.5642120,6036539,22050
17031826202,+41.5931658,-087.5363658,2168148,0
17031826301,+41.6152862,-087.6064900,2464187,0
17031826303,+41.6134138,-087.5914506,1557566,0
17031826304,+41.6180621,-087.5825095,1275306,0
17031826401,+41.6389607,-087.5930136,3000488,246111
17031826402,+41.6280651,-087.5900943,2023806,0
17031826500,+41.6319154,-087.6156118,3535058,57239
17031826600,+41.6363517,-087.6230152,1512445,0
17031826700,+41.6362111,-087.6335585,1114602,0
17031826800,+41.6373647,-087.6600155,7943308,0
17031826901,+41.6210473,-087.6644797,1310901,0
17031826902,+41.6148700,-087.6640081,704658,0
17031827000,+41.6263396,-087.6451102,1457365,0
17031827100,+41.6180623,-087.6463602,1611704,0
17031827200,+41.6118075,-087.6268201,3926634,0
17031827300,+41.6090306,-087.6462204,1631976,0
17031827400,+41.6053741,-087.6659521,2848416,0
17031827500,+41.5924803,-087.6384956,6868991,0
17031827600,+41.5920457,-087.6641411,2266185,0
17031827700,+41.5824275,-087.6657556,1368523,0
17031827801,+41.6012262,-087.6081612,2841668,0
17031827802,+41.6007043,-087.5904264,1835790,0
17031827804,+41.5896585,-087.5961218,1503428,13483
17031827805,+41.5826670,-087.6008070,2856661,26894
17031827901,+41.5872064,-087.5721404,4074312,0
17031827902,+41.5856200,-087.5451769,3888642,31792
17031828000,+41.5734205,-087.5417920,2534794,14604
17031828100,+41.5634411,-087.5356299,2355167,0
17031828201,+41.5700056,-087.5664455,3616170,17675
17031828202,+41.5610697,-087.5658530,2407554,0
17031828300,+41.5701733,-087.6117450,11684017,208984
17031828401,+41.5679857,-087.6651958,3788013,0
17031828402,+41.5696515,-087.6409799,3859035,95149
17031828503,+41.5027587,-087.5689506,9156091,98023
17031828504,+41.4811153,-087.5506588,10563109,18847
17031828505,+41.5444212,-087.5604695,12386601,95279
17031828507,+41.5304853,-087.5348993,4546835,0
17031828508,+41.5213439,-087.5437438,6849755,241622
17031828601,+41.5489586,-087.6608609,2918060,0
17031828602,+41.5448091,-087.6408488,2334847,14480
17031828701,+41.5431384,-087.6252653,6792132,0
17031828702,+41.5378384,-087.5990585,11026903,0
17031828801,+41.5342762,-087.6617452,4306537,0
17031828802,+41.5321711,-087.6427436,1629734,0
17031828900,+41.5161624,-087.6349520,3195418,0
17031829000,+41.5103261,-087.6234952,2307523,0
17031829100,+41.4966069,-087.6294933,2614281,0
17031829200,+41.5092569,-087.6483161,2638718,0
17031829301,+41.5183780,-087.6637780,3270160,0
17031829302,+41.5049432,-087.6662785,1921015,0
17031829401,+41.4969457,-087.6597613,1098510,0
17031829402,+41.4825496,-087.6626555,5431094,74374
17031829500,+41.4882411,-087.6356188,5131290,76032
17031829600,+41.4734290,-087.6330430,1605835,0
17031829700,+41.4937314,-087.5987123,18453110,10136
17031829800,+41.5425866,-087.6843362,5215377,0
17031829902,+41.5395133,-087.7276252,12826597,201193
17031829903,+41.5499963,-087.7228061,2521019,0
17031829904,+41.5496776,-087.7612104,11162011,43099
17031830001,+41.4924088,-087.7697665,2643886,45221
17031830003,+41.5137031,-087.7705236,10671544,0
17031830004,+41.5153161,-087.7286213,8423144,24132
17031830005,+41.5219964,-087.6916481,7007313,9275
17031830006,+41.5004956,-087.7262566,5771655,38765
17031830007,+41.4816120,-087.7228759,3813487,0
17031830008,+41.4793012,-087.7651372,11832553,31490
17031830100,+41.5023717,-087.6877677,1597026,0
17031830201,+41.4834318,-087.7086238,2900376,0
17031830202,+41.4919970,-087.6925217,3150250,25898
17031830300,+41.4838564,-087.6810647,2291775,0
17031830400,+41.4749198,-087.6918353,2404856,0
17031830500,+41.8291246,-087.7193199,3827807,285801
17031830600,+42.0016980,-087.6735738,661394,0
17031830700,+41.9583035,-087.6607646,861986,7945
17031830800,+41.9651413,-087.6765775,336529,0
17031830900,+41.9284245,-087.6849065,990467,47216
17031831000,+41.9147981,-087.6769966,281248,0
17031831100,+41.9428559,-087.7174955,1315159,0
17031831200,+41.9153214,-087.7322600,574052,0
17031831300,+41.9077662,-087.7442596,576183,0
17031831400,+41.8691188,-087.7560884,2104282,0
17031831500,+41.9275950,-087.7880067,962686,0
17031831600,+41.9256105,-087.7976148,1488846,0
17031831700,+41.9526537,-087.7452546,532500,0
17031831800,+41.9782238,-087.7164874,1910736,0
17031831900,+41.9451690,-087.6687907,324320,0
17031832000,+41.9462941,-087.6542982,167585,0
17031832100,+41.9528215,-087.6532414,222094,0
17031832200,+41.9204799,-087.6799746,399536,0
17031832300,+41.9198264,-087.6727807,803547,37059
17031832400,+41.9157411,-087.6922565,323051,0
17031832500,+41.9222304,-087.6647962,742894,38645
17031832600,+41.9147541,-087.6544654,689068,32563
17031832900,+41.8741751,-087.6619349,404584,0
17031833000,+41.8852863,-087.6572488,1312134,0
17031833100,+41.8790778,-087.6570459,922812,0
17031833300,+41.8716945,-087.6541237,477330,0
17031833900,+41.7310321,-087.5474226,677853,24124
17031834000,+41.7273938,-087.6294320,967433,0
17031834200,+41.7555676,-087.5836069,975440,0
17031834300,+41.7458348,-087.5917880,1911637,0
17031834400,+41.7769504,-087.5963030,586494,0
17031834500,+41.7860320,-087.6253618,464133,0
17031834600,+41.7872463,-087.6343057,1562221,0
17031834700,+41.7906903,-087.6450334,657991,0
17031834800,+41.7836336,-087.6450883,599866,0
17031834900,+41.7722986,-087.6567361,653144,0
17031835000,+41.7828495,-087.6860492,1004079,0
17031835100,+41.7901579,-087.6862479,1003979,0
17031835200,+41.7966437,-087.7452866,988538,0
17031835500,+41.8163540,-087.6325395,914014,0
17031835600,+41.8018345,-087.6322016,917505,0
17031835800,+41.8130462,-087.6187192,284425,0
17031836000,+41.8140036,-087.6116844,505740,0
17031836100,+41.7998052,-087.6186826,860471,0
17031836200,+41.7904693,-087.6012849,813762,0
17031836300,+41.8015324,-087.6017585,137523,0
17031836400,+41.8190118,-087.5951761,799114,867001
17031836500,+41.8259463,-087.5994560,468075,469611
17031836600,+41.8986973,-087.7088059,634181,0
17031836700,+41.8917041,-087.7021747,1227830,0
17031836800,+41.8850903,-087.7149666,801875,14139
17031836900,+41.8818831,-087.7061362,164712,0
17031837000,+41.8783233,-087.6986739,412544,0
17031837100,+41.8856736,-087.6987204,745370,0
17031837300,+41.8716191,-087.7055524,368498,0
17031837400,+41.8759745,-087.6938013,591450,0
17031837800,+41.8847504,-087.6841272,1005364,0
17031838000,+41.8773666,-087.6806521,538297,0
17031838100,+41.8786700,-087.6716928,820068,0
17031838200,+41.8704149,-087.6751260,1151290,0
17031838300,+41.9015665,-087.6384039,348132,0
17031838600,+41.8678233,-087.7008236,246251,0
17031838700,+41.8625775,-087.7201851,658085,0
17031838800,+41.6834042,-087.5740611,17863256,3802983
17031839000,+41.8710517,-087.6312983,485902,30871
17031839100,+41.8809857,-087.6330703,1101771,84111
17031839200,+41.8420108,-087.6220362,650846,0
17031839500,+41.8340975,-087.6192919,262139,0
17031839600,+41.8274428,-087.6192486,327053,0
17031839700,+41.8336508,-087.6519488,618387,13451
17031839800,+41.8350674,-087.6431623,266175,0
17031839900,+41.8273459,-087.6484540,1153324,13899
17031840000,+41.8314369,-087.6384053,569394,0
17031840100,+41.8418308,-087.6392030,332956,0
17031840200,+41.8446476,-087.6492096,826355,36519
17031840300,+41.8320970,-087.6818813,831049,0
17031840400,+41.8339264,-087.6671616,977537,22800
17031840700,+41.8529302,-087.6942666,541526,0
17031840800,+41.8408329,-087.7073710,328679,0
17031841000,+41.8475444,-087.6101983,1054201,296569
17031841100,+41.8516438,-087.6356612,1117345,28895
17031841200,+41.8555618,-087.6833420,625407,0
17031841300,+41.8439774,-087.6842025,1345364,68765
17031841500,+41.8616224,-087.7079132,432305,0
17031841700,+41.8531302,-087.7041819,266794,0
17031841800,+41.7663063,-087.5994203,1643374,0
17031841900,+41.8684578,-087.6429648,2496100,68430
17031842000,+41.8349600,-087.6251702,590013,0
17031842100,+41.8952785,-087.7336103,2034641,0
17031842200,+41.9047279,-087.6492199,1407941,136789
17031842300,+41.9097236,-087.6606398,1741942,135729
17031842400,+41.7424258,-087.6300706,1985975,0
17031842500,+41.7769506,-087.6232157,1075294,0
17031842600,+41.8162186,-087.6516951,3679417,0
17031842800,+41.8075339,-087.6983044,1516562,0
17031842900,+41.8631389,-087.6729371,2208391,0
17031843000,+41.8679365,-087.7227489,1065861,0
17031843100,+41.8626017,-087.6994529,980297,32379
17031843200,+41.8487153,-087.6642169,2788963,305033
17031843300,+41.8637638,-087.6925503,584251,0
17031843400,+41.8493274,-087.7320218,656213,0
17031843500,+41.8409834,-087.6975661,1890168,143193
17031843600,+41.8067653,-087.6089488,410895,0
17031843700,+41.9455604,-087.6900340,1204810,62134
17031843800,+41.8016566,-087.6404756,1309516,0
17031843900,+41.7789932,-087.5761303,1478136,729136
17031844600,+41.8133852,-087.6254437,434671,0
17031844700,+41.8541473,-087.7117002,401852,0
17031980000,+41.9794191,-087.9024376,19890204,92402
17031980100,+41.7859813,-087.7509001,2981781,0
17031990000,+41.9739391,-087.4002947,0,1717072182
